player_name,Converted Name,WRank,hand
Elise Mertens,Mertens E.,127.0,RH
Sofia Kenin,Kenin S.,139.0,RH
Melanie Stokke,Stokke M.,79.0,RH
Lesley Pattinama Kerkhove,Kerkhove L.,195.0,RH
Marcus Willis,Willis M.,79.0,LH
Denis Shapovalov,Shapovalov D.,193.0,LH
Stefanos Tsitsipas,Tsitsipas S.,131.0,RH
Alex De Minaur,Minaur A.,333.0,RH
Isabella Shinikova,Shinikova I.,29.0,RH
Polina Leykina,Leykina P.,308.0,RH
Rebeka Masarova,Masarova R.,14.0,RH
Gabriela Pantuckova,Pantuckova G.,302.0,RH
Carol Zhao,Zhao C.,19.0,RH
Hiroko Kuwata,Kuwata H.,,RH
Usue Maitane Arconada,Arconada U.,,RH
Emilio Gomez,Gomez E.,14.0,RH
Francoise Abanda,Abanda F.,195.0,RH
Na Lae Han,Han N.,274.0,LH
Alexey Vatutin,Vatutin A.,27.0,RH
Andrew Whittington,Whittington A.,194.0,RH
Yannik Reuter,Reuter Y.,34.0,RH
Antonia Lottner,Lottner A.,174.0,RH
Deniz Khazaniuk,Khazaniuk D.,386.0,RH
Gregoire Barrere,Barrere G.,200.0,RH
Reilly Opelka,Opelka R.,180.0,RH
Casper Ruud,Ruud C.,208.0,RH
Mikael Torpegaard,Torpegaard M.,40.0,RH
Vaclav Safranek,Safranek V.,77.0,RH
Jasmine Paolini,Paolini J.,340.0,RH
Cindy Burger,Burger C.,171.0,RH
Varvara Flink,Flink V.,89.0,RH
Valeriya Strakhova,Strakhova V.,77.0,RH
Marie Bouzkova,Bouzkova M.,40.0,RH
Marc Sieber,Sieber M.,79.0,LH
Cristina Dinu,Dinu C.,19.0,RH
Martina Trevisan,Trevisan M.,40.0,LH
Anna Zaja,Zaja A.,250.0,RH
Miyabi Inoue,Inoue M.,79.0,RH
Jia Jing Lu,Lu J.,272.0,RH
Olivia Tjandramulia,Tjandramulia O.,193.0,RH
Junri Namigata,Namigata J.,340.0,RH
Montserrat Gonzalez,Gonzalez M.,163.0,RH
Hanyu Guo,Guo H.,81.0,RH
Sabina Sharipova,Sharipova S.,155.0,RH
Jessica Pieri,Pieri J.,44.0,RH
Viktoria Kamenskaya,Kamenskaya V.,77.0,RH
Alexandra Cadantu Ignatik,Ignatik A.,27.0,RH
Eri Hozumi,Hozumi E.,191.0,RH
Edoardo Eremin,Eremin E.,192.0,RH
Nina Stojanovic,Stojanovic N.,142.0,RH
Sara Cakarevic,Cakarevic S.,23.0,RH
Miyu Kato,Kato M.,201.0,RH
Su Jeong Jang,Jang S.,2.0,RH
Rebecca Sramkova,Sramkova R.,164.0,RH
Irina Bara,Bara I.,104.0,RH
Tereza Mrdeza,Mrdeza T.,15.0,RH
Miljan Zekic,Zekic M.,316.0,RH
Aryna Sabalenka,Sabalenka A.,136.0,RH
Anna Kalinskaya,Kalinskaya A.,173.0,RH
Lorenzo Giustino,Giustino L.,122.0,RH
Destanee Aiava,Aiava D.,386.0,RH
Viktoria Kuzmova,Kuzmova V.,142.0,RH
Joris De Loore,Loore J.,44.0,RH
Corinna Dentoni,Dentoni C.,12.0,RH
Tamara Zidansek,Zidansek T.,826.0,RH
Lizette Cabrera,Cabrera L.,208.0,RH
Alison Bai,Bai A.,47.0,RH
Barbora Stefkova,Stefkova B.,162.0,RH
Elixane Lechemia,Lechemia E.,347.0,LH
Maryna Zanevska,Zanevska M.,40.0,RH
Alexander Bublik,Bublik A.,207.0,RH
Pedro Sousa,Sousa P.,172.0,RH
Kai Chen Chang,Chang K.,130.0,RH
Danielle Collins,Collins D.,96.0,RH
Kayla Day,Day K.,175.0,LH
Aldin Setkic,Setkic A.,27.0,RH
Jennifer Elie,Elie J.,44.0,RH
Nigina Abduraimova,Abduraimova N.,48.0,RH
Jana Fett,Fett J.,340.0,RH
Beatriz Haddad Maia,Maia B.,166.0,LH
Lina Gjorcheska,Gjorcheska L.,61.0,RH
Xinyun Han,Han X.,139.0,LH
Yi Fan Xu,Xu Y.,58.0,LH
Kai Lin Zhang,Zhang K.,131.0,RH
Duck Hee Lee,Lee D.,26.0,RH
Yusuke Takahashi,Takahashi Y.,295.0,RH
Veronika Kudermetova,Kudermetova V.,77.0,RH
Jacqueline Cako,Cako J.,192.0,RH
Kathinka Von Deichmann,Deichmann K.,76.0,RH
Conny Perrin,Perrin C.,38.0,RH
Tamara Korpatsch,Korpatsch T.,162.0,RH
Quirine Lemoine,Lemoine Q.,71.0,LH
Matteo Berrettini,Berrettini M.,40.0,RH
Karolina Muchova,Muchova K.,76.0,RH
Chang Liu,Liu C.,19.0,RH
Ling Zhang,Zhang L.,131.0,RH
Jonathan Eysseric,Eysseric J.,340.0,LH
Anastasiya Komardina,Komardina A.,271.0,LH
Zhe Li,Li Z.,130.0,RH
Jesika Maleckova,Maleckova J.,10.0,RH
Omar Jasika,Jasika O.,69.0,LH
Dmitry Popko,Popko D.,26.0,RH
Cedrik Marcel Stebe,Stebe C.,406.0,LH
Amanda Carreras,Carreras A.,27.0,RH
Sherazad Reix,Reix S.,2.0,LH
Katie Boulter,Boulter K.,76.0,RH
Riko Sawayanagi,Sawayanagi R.,18.0,RH
Axel Michon,Michon A.,27.0,LH
Jing Jing Lu,Lu J.,272.0,RH
Lloyd Harris,Harris L.,64.0,RH
Nicolas Jarry,Jarry N.,142.0,RH
Akira Santillan,Santillan A.,171.0,RH
Anastasia Potapova,Potapova A.,27.0,RH
Soon Woo Kwon,Kwon S.,2.0,RH
Felix Auger Aliassime,Aliassime F.,143.0,RH
Amanda Anisimova,Anisimova A.,271.0,RH
Bianca Andreescu,Andreescu B.,167.0,RH
Katarina Zavatska,Zavatska K.,76.0,RH
Chloe Paquet,Paquet C.,260.0,RH
Ankita Raina,Raina A.,3.0,RH
Bernarda Pera,Pera B.,20.0,LH
Fanny Stollar,Stollar F.,282.0,RH
Anhelina Kalinina,Kalinina A.,27.0,RH
Georgia Brescia,Brescia G.,200.0,RH
Peangtarn Plipuech,Plipuech P.,308.0,RH
Karim Mohamed Maamoun,Maamoun K.,76.0,RH
Shiho Akita,Akita S.,9.0,RH
Oscar Otte,Otte O.,69.0,RH
Caroline Dolehide,Dolehide C.,212.0,RH
Laslo Djere,Djere L.,184.0,RH
Daniel Masur,Masur D.,26.0,RH
Joao Domingues,Domingues J.,242.0,RH
Polina Monova,Monova P.,67.0,RH
Yana Sizikova,Sizikova Y.,64.0,RH
Frederico Ferreira Silva,Silva F.,426.0,LH
Sofya Zhuk,Zhuk S.,2.0,RH
Stefano Travaglia,Travaglia S.,144.0,RH
Gianluigi Quinzi,Quinzi G.,304.0,LH
Marta Kostyuk,Kostyuk M.,79.0,RH
Nikola Milojevic,Milojevic N.,48.0,RH
Gleb Sakharov,Sakharov G.,196.0,RH
Maxime Janvier,Janvier M.,79.0,RH
Jaimee Fourlis,Fourlis J.,414.0,RH
Marc Polmans,Polmans M.,79.0,RH
Yannick Hanfmann,Hanfmann Y.,273.0,RH
Corentin Moutet,Moutet C.,38.0,LH
Attila Balazs,Balazs A.,174.0,RH
Viktor Galovic,Galovic V.,77.0,RH
Mirza Basic,Basic M.,209.0,RH
Jaqueline Cristian,Cristian J.,341.0,RH
Ashley Kratzer,Kratzer A.,27.0,LH
Danielle Lao,Lao D.,26.0,RH
Claire Liu,Liu C.,19.0,RH
Sebastian Ofner,Ofner S.,216.0,RH
Mihaela Buzarnescu,Buzarnescu M.,105.0,LH
Anna Bondar,Bondar A.,27.0,RH
Yannick Maden,Maden Y.,186.0,RH
Arantxa Rus,Rus A.,207.0,LH
Priscilla Hon,Hon P.,308.0,RH
Alexa Guarachi,Guarachi A.,27.0,RH
Miomir Kecmanovic,Kecmanovic M.,40.0,RH
N Sriram Balaji,Balaji N.,142.0,RH
Hubert Hurkacz,Hurkacz H.,64.0,RH
Dalila Jakupovic,Jakupovic D.,156.0,RH
Mats Moraing,Moraing M.,79.0,LH
Brayden Schnur,Schnur B.,166.0,RH
Roberto Quiroz,Quiroz R.,440.0,LH
Nicola Kuhn,Kuhn N.,142.0,RH
Dominik Koepfer,Koepfer D.,96.0,LH
Tallon Griekspoor,Griekspoor T.,33.0,RH
Renata Zarazua,Zarazua R.,14.0,RH
Carlos Taberner,Taberner C.,12.0,RH
Francesca Di Lorenzo,Lorenzo F.,143.0,LH
Emiliana Arango,Arango E.,192.0,RH
Rebecca Marino,Marino R.,112.0,RH
Vera Lapko,Lapko V.,167.0,RH
Ulrikke Eikeri,Eikeri U.,,RH
Patty Schnyder,Schnyder P.,257.0,LH
Viktoriya Tomova,Tomova V.,171.0,RH
Valentyna Ivakhnenko,Ivakhnenko V.,77.0,RH
Lorenzo Sonego,Sonego L.,64.0,RH
Prajnesh Gunneswaran,Gunneswaran P.,95.0,LH
Christopher Eubanks,Eubanks C.,461.0,RH
Kamil Majchrzak,Majchrzak K.,76.0,RH
Rudolf Molleker,Molleker R.,14.0,RH
Juan Ignacio Londero,Londero J.,340.0,RH
Elena Rybakina,Rybakina E.,347.0,RH
Bibiane Schoofs,Schoofs B.,158.0,RH
Deborah Chiesa,Chiesa D.,244.0,RH
Jaume Munar,Munar J.,44.0,RH
Gian Marco Moroni,Moroni G.,310.0,RH
Harriet Dart,Dart H.,71.0,RH
James Duckworth,Duckworth J.,10.0,RH
Gabriella Taylor,Taylor G.,310.0,RH
Leylah Fernandez,Fernandez L.,61.0,LH
Emma Raducanu,Raducanu E.,347.0,RH
Pedro Martinez,Martinez P.,308.0,RH
Ulises Blanch,Blanch U.,,RH
Lucas Miedler,Miedler L.,64.0,RH
Katharina Gerlach,Gerlach K.,76.0,RH
Aliona Bolsova,Bolsova A.,27.0,RH
Iga Swiatek,Swiatek I.,29.0,RH
Olga Danilovic,Danilovic O.,72.0,LH
Jay Clarke,Clarke J.,170.0,RH
Sergio Gutierrez Ferrol,Ferrol S.,9.0,RH
Ugo Humbert,Humbert U.,,LH
Adrian Menendez Maceiras,Maceiras A.,140.0,RH
Alexei Popyrin,Popyrin A.,27.0,RH
Ekaterine Gorgodze,Gorgodze E.,347.0,LH
Clara Burel,Burel C.,19.0,RH
Zsombor Piros,Piros Z.,,RH
Antoine Hoang,Hoang A.,3.0,RH
Alejandro Davidovich Fokina,Fokina A.,27.0,RH
Xiyu Wang,Wang X.,1001.0,LH
Yosuke Watanuki,Watanuki Y.,64.0,RH
Evgeny Karlovskiy,Karlovskiy E.,83.0,RH
Filippo Baldi,Baldi F.,168.0,RH
Whitney Osuigwe,Osuigwe W.,,RH
Kaja Juvan,Juvan K.,52.0,RH
Mikael Ymer,Ymer M.,79.0,RH
Ellen Perez,Perez E.,14.0,LH
Greet Minnen,Minnen G.,310.0,RH
Astra Sharma,Sharma A.,27.0,RH
Jessika Ponchet,Ponchet J.,340.0,RH
Zoe Hives,Hives Z.,,RH
Filip Horansky,Horansky F.,143.0,RH
Jurij Rodionov,Rodionov J.,340.0,LH
Jiri Lehecka,Lehecka J.,340.0,RH
Caty Mcnally,Mcnally C.,12.0,RH
Maxime Cressy,Cressy M.,79.0,RH
Michael Redlicki,Redlicki M.,40.0,LH
Goncalo Oliveira,Oliveira G.,200.0,LH
Andrew Harris,Harris A.,27.0,RH
Elliot Benchetrit,Benchetrit E.,83.0,RH
Jannik Sinner,Sinner J.,170.0,RH
Roberto Marcora,Marcora R.,14.0,RH
Thiago Seyboth Wild,Wild T.,63.0,RH
Clara Tauson,Tauson C.,38.0,RH
Chun Hsin Tseng,Tseng C.,19.0,RH
Xin Yu Wang,Wang X.,1001.0,RH
Cori Gauff,Gauff C.,19.0,RH
Lorenzo Musetti,Musetti L.,64.0,RH
Carlos Alcaraz,Alcaraz C.,12.0,RH
Federico Coria,Coria F.,168.0,RH
Mario Vilella Martinez,Martinez M.,40.0,RH
Giulia Gatto Monticone,Monticone G.,200.0,RH
Ylena In Albon,Albon Y.,58.0,RH
Daniel Elahi Galan,Galan D.,26.0,RH
Camila Osorio,Osorio C.,38.0,RH
Gianluca Mager,Mager G.,310.0,RH
Katarzyna Kawa,Kawa K.,130.0,RH
Sergey Fomin,Fomin S.,9.0,RH
Roberto Cid,Cid R.,105.0,RH
Ann Li,Li A.,47.0,RH
Elisabetta Cocciaretto,Cocciaretto E.,83.0,RH
Roman Safiullin,Safiullin R.,18.0,RH
Harmony Tan,Tan H.,81.0,RH
Marie Benoit,Benoit M.,79.0,LH
Liudmila Samsonova,Samsonova L.,61.0,RH
Martina Di Giuseppe,Giuseppe M.,40.0,RH
Allie Kiick,Kiick A.,3.0,RH
Laura Ioana Andrei,Andrei L.,64.0,RH
Diana Marcinkevica,Marcinkevica D.,386.0,RH
Ayano Shimizu,Shimizu A.,27.0,RH
Diane Parry,Parry D.,26.0,RH
Cem Ilkel,Ilkel C.,19.0,RH
Kevin Krawietz,Krawietz K.,76.0,RH
Danilo Petrovic,Petrovic D.,96.0,RH
Daniel Altmaier,Altmaier D.,252.0,RH
Emma Navarro,Navarro E.,12.0,RH
Daria Snigur,Snigur D.,244.0,RH
Corentin Denolly,Denolly C.,12.0,LH
Gijs Brouwer,Brouwer G.,200.0,LH
Holger Rune,Rune H.,71.0,RH
Ivan Gakhov,Gakhov I.,92.0,LH
Simona Waltert,Waltert S.,83.0,RH
Enzo Couacaud,Couacaud E.,347.0,RH
Sandro Ehrat,Ehrat S.,9.0,RH
Kamilla Rakhimova,Rakhimova K.,76.0,RH
Marc Andrea Huesler,Huesler M.,79.0,LH
Sumit Nagal,Nagal S.,9.0,RH
Gabriela Ce,Ce G.,7.0,LH
Facundo Mena,Mena F.,282.0,RH
Hailey Baptiste,Baptiste H.,64.0,RH
Yuxuan Zhang,Zhang Y.,58.0,RH
Varvara Gracheva,Gracheva V.,77.0,RH
Emil Ruusuvuori,Ruusuvuori E.,83.0,RH
Aleksandar Vukic,Vukic A.,3.0,RH
Viktor Durasovic,Durasovic V.,77.0,RH
Pemra Ozgen,Ozgen P.,67.0,RH
Mariam Bolkvadze,Bolkvadze M.,40.0,LH
Joao Menezes,Menezes J.,340.0,RH
Katie Volynets,Volynets K.,76.0,RH
Alexandre Muller,Muller A.,34.0,RH
Zhizhen Zhang,Zhang Z.,495.0,RH
Juan Pablo Varillas,Varillas J.,340.0,RH
Juan Pablo Ficovich,Ficovich J.,340.0,RH
Shuyue Ma,Ma S.,2.0,RH
Botic Van De Zandschulp,Zandschulp B.,128.0,RH
Bernabe Zapata Miralles,Miralles B.,162.0,RH
Kyoka Okamura,Okamura K.,76.0,RH
Naiktha Bains,Bains N.,142.0,RH
Sebastian Korda,Korda S.,9.0,RH
J J Wolf,Wolf J.,44.0,RH
Borna Gojo,Gojo B.,20.0,RH
Dimitar Kuzmanov,Kuzmanov D.,96.0,RH
Alexander Cozbinov,Cozbinov A.,27.0,RH
Valentina Ivanov,Ivanov V.,129.0,RH
Mayar Sherif,Sherif M.,79.0,RH
Natalija Stevanovic,Stevanovic N.,48.0,RH
Alejandro Tabilo,Tabilo A.,27.0,LH
Max Purcell,Purcell M.,79.0,RH
Maja Chwalinska,Chwalinska M.,40.0,LH
Chihiro Muramatsu,Muramatsu C.,208.0,LH
Yuki Naito,Naito Y.,58.0,RH
Christopher Oconnell,Oconnell C.,12.0,RH
Arthur Cazaux,Cazaux A.,27.0,RH
Harold Mayot,Mayot H.,96.0,RH
Victoria Jimenez Kasintseva,Kasintseva V.,77.0,LH
Weronika Baszak,Baszak W.,,RH
Marcela Zacarias,Zacarias M.,40.0,RH
Gabriela Lee,Lee G.,7.0,LH
Storm Sanders,Sanders S.,83.0,LH
Leonie Kung,Kung L.,62.0,RH
Brandon Nakashima,Nakashima B.,162.0,RH
Arthur Rinderknech,Rinderknech A.,47.0,RH
Tomas Machac,Machac T.,15.0,RH
Tomas Barrios Vera,Vera T.,63.0,RH
Ji Sung Nam,Nam J.,44.0,RH
Linda Fruhvirtova,Fruhvirtova L.,61.0,RH
Katrina Scott,Scott K.,52.0,RH
Julia Grabher,Grabher J.,340.0,RH
Tomas Martin Etcheverry,Etcheverry T.,33.0,RH
Benjamin Bonzi,Bonzi B.,266.0,RH
Hugo Gaston,Gaston H.,,LH
Francisco Cerundolo,Cerundolo F.,143.0,RH
Duje Ajdukovic,Ajdukovic D.,386.0,RH
Leandro Riedi,Riedi L.,64.0,RH
Dominic Stricker,Stricker D.,96.0,LH
Elsa Jacquemot,Jacquemot E.,347.0,RH
Alina Charaeva,Charaeva A.,27.0,RH
Giulio Zeppieri,Zeppieri G.,200.0,LH
Pavel Kotov,Kotov P.,67.0,RH
Andrea Pellegrino,Pellegrino A.,47.0,RH
Thiago Agustin Tirante,Tirante T.,826.0,RH
Felipe Meligeni Alves,Alves F.,168.0,RH
Jodie Burrage,Burrage J.,340.0,RH
Christian Harrison,Harrison C.,89.0,RH
Tristan Schoolkate,Schoolkate T.,33.0,RH
Oksana Kalashnikova,Kalashnikova O.,193.0,LH
Oksana Selekhmeteva,Selekhmeteva O.,193.0,LH
Alexandra Eala,Eala A.,189.0,LH
Li Tu,Tu L.,62.0,RH
Francesca Jones,Jones F.,168.0,RH
Juan Manuel Cerundolo,Cerundolo J.,10.0,LH
Anastasia Gasanova,Gasanova A.,27.0,RH
Sebastian Baez,Baez S.,2.0,RH
Zizou Bergs,Bergs Z.,,RH
Nuria Parrizas Diaz,Diaz N.,142.0,RH
Lucas Catarina,Catarina L.,122.0,RH
Laura Pigossi,Pigossi L.,64.0,RH
Jenson Brooksby,Brooksby J.,340.0,RH
Kacper Zuk,Zuk K.,130.0,RH
Susan Bandecchi,Bandecchi S.,23.0,RH
Julia Middendorf,Middendorf J.,10.0,RH
Irina Fetecau,Fetecau I.,29.0,RH
Irene Burillo Escorihuela,Escorihuela I.,29.0,RH
Andrea Lazaro Garcia,Garcia A.,24.0,RH
Jule Niemeier,Niemeier J.,340.0,RH
Alex Molcan,Molcan A.,27.0,LH
Brian Battistone,Battistone B.,128.0,RH
Arthur Fils,Fils A.,189.0,RH
Luca Van Assche,Assche L.,64.0,RH
Erika Andreeva,Andreeva E.,347.0,RH
Linda Noskova,Noskova L.,64.0,RH
Jack Draper,Draper J.,170.0,LH
Jesper De Jong,Jong J.,44.0,RH
Qinwen Zheng,Zheng Q.,84.0,RH
Julia Avdeeva,Avdeeva J.,340.0,RH
Despina Papamichail,Papamichail D.,386.0,RH
Panna Udvardy,Udvardy P.,308.0,RH
Yana Morderger,Morderger Y.,295.0,RH
Tess Sugnaux,Sugnaux T.,826.0,RH
Lucia Bronzetti,Bronzetti L.,61.0,RH
Federica Di Sarra,Sarra F.,168.0,RH
Weronika Falkowska,Falkowska W.,,RH
Ben Shelton,Shelton B.,158.0,LH
Tim Van Rijthoven,Rijthoven T.,33.0,RH
Emina Bektas,Bektas E.,192.0,RH
Seone Mendez,Mendez S.,9.0,RH
Olivia Gadecki,Gadecki O.,,RH
Yuriko Miyazaki,Miyazaki Y.,64.0,RH
Robin Montgomery,Montgomery R.,18.0,LH
Kristina Dmitruk,Dmitruk K.,76.0,RH
Franco Agamenone,Agamenone F.,143.0,LH
Arianne Hartono,Hartono A.,27.0,RH
Daniil Ostapenkov,Ostapenkov D.,44.0,RH
Martin Cuevas,Cuevas M.,22.0,RH
Valeria Bhunu,Bhunu V.,89.0,RH
Mai Hontama,Hontama M.,79.0,RH
Alycia Parks,Parks A.,3.0,RH
Hugo Grenier,Grenier H.,64.0,RH
Alexander Ritschard,Ritschard A.,271.0,RH
Stephanie Wagner,Wagner S.,9.0,RH
Lucrezia Stefanini,Stefanini L.,61.0,RH
Frances Tiafoe,Tiafoe F.,108.0,RH
Iryna Shymanovich,Shymanovich I.,29.0,RH
Dalibor Svrcina,Svrcina D.,96.0,RH
Yuliya Hatouka,Hatouka Y.,64.0,RH
Leo Borg,Borg L.,62.0,RH
Elina Avanesyan,Avanesyan E.,347.0,RH
Nuno Borges,Borges N.,142.0,RH
Robin Anderson,Anderson R.,79.0,RH
Brenda Fruhvirtova,Fruhvirtova B.,128.0,RH
Alexis Galarneau,Galarneau A.,271.0,RH
Elvina Kalieva,Kalieva E.,347.0,RH
Camilo Ugo Carabelli,Carabelli C.,208.0,RH
Luca Nardi,Nardi L.,64.0,RH
Suzan Lamens,Lamens S.,9.0,RH
Oleksandr Ovcharenko,Ovcharenko O.,193.0,RH
Luciano Darderi,Darderi L.,64.0,RH
Darja Semenistaja,Semenistaja D.,386.0,RH
Daniela Vismane,Vismane D.,96.0,RH
Hamad Medjedovic,Medjedovic H.,81.0,RH
Eva Lys,Lys E.,14.0,RH
Nikola Bartunkova,Bartunkova N.,48.0,RH
Francesco Passaro,Passaro F.,143.0,RH
Matteo Arnaldi,Arnaldi M.,79.0,RH
Ekaterina Reyngold,Reyngold E.,347.0,RH
Catherine Harrison,Harrison C.,89.0,RH
Raluka Serban,Serban R.,440.0,RH
Anastasia Kulikova,Kulikova A.,27.0,LH
Carole Monnet,Monnet C.,38.0,LH
Katharina Hobgarski,Hobgarski K.,76.0,RH
Paul Jubb,Jubb P.,67.0,RH
Cristiana Ferrando,Ferrando C.,12.0,RH
Anastasia Tikhonova,Tikhonova A.,271.0,RH
Ekaterina Makarova,Makarova E.,34.0,RH
Johan Nikles,Nikles J.,170.0,RH
Liam Broady,Broady L.,242.0,LH
Geoffrey Blancaneaux,Blancaneaux G.,302.0,RH
Timofey Skatov,Skatov T.,15.0,RH
Santiago Fa Rodriguez Taverna,Taverna S.,83.0,RH
Moyuka Uchijima,Uchijima M.,40.0,RH
Leolia Jeanjean,Jeanjean L.,122.0,RH
Fernanda Contreras Gomez,Gomez F.,168.0,RH
Sonay Kartal,Kartal S.,9.0,RH
Taylah Preston,Preston T.,826.0,RH
Otto Virtanen,Virtanen O.,,RH
Katherine Sebov,Sebov K.,52.0,RH
Antoine Bellier,Bellier A.,27.0,LH
Alastair Gray,Gray A.,189.0,RH
Natalia Szabanin,Szabanin N.,129.0,LH
Sara Bejlek,Bejlek S.,9.0,LH
Daniel Dutra Da Silva,Silva D.,26.0,LH
Filip Misolic,Misolic F.,143.0,RH
Sinja Kraus,Kraus S.,9.0,RH
Alexander Shevchenko,Shevchenko A.,47.0,RH
Lucie Havlickova,Havlickova L.,61.0,RH
Barbora Palicova,Palicova B.,162.0,RH
Ashlyn Krueger,Krueger A.,244.0,RH
Kaichi Uchida,Uchida K.,51.0,RH
Kayla Cross,Cross K.,52.0,LH
Cadence Brace,Brace C.,19.0,RH
Marina Stakusic,Stakusic M.,40.0,RH
Victoria Mboko,Mboko V.,89.0,RH
Himeno Sakatsume,Sakatsume H.,104.0,RH
Tara Wurth,Wurth T.,63.0,RH
Brandon Holt,Holt B.,20.0,RH
Emilio Nava,Nava E.,14.0,RH
Eleana Yu,Yu E.,14.0,RH
Peyton Stearns,Stearns P.,308.0,RH
Yibing Wu,Wu Y.,58.0,RH
Filip Bergevi,Bergevi F.,143.0,RH
Evan Furness,Furness E.,347.0,RH
Mariia Tkacheva,Tkacheva M.,40.0,RH
Zachary Svajda,Svajda Z.,,RH
Tung Lin Wu,Wu T.,63.0,RH
Alexandar Lazarov,Lazarov A.,27.0,RH
Adrian Andreev,Andreev A.,27.0,RH
Eva Vedder,Vedder E.,192.0,RH
Yasmine Mansouri,Mansouri Y.,64.0,RH
Lukas Klein,Klein L.,64.0,RH
Nick Hardt,Hardt N.,142.0,RH
Leyre Romero Gormaz,Gormaz L.,64.0,LH
Jessica Bouzas Maneiro,Maneiro J.,340.0,RH
Gabriel Diallo,Diallo G.,310.0,RH
Mattia Bellucci,Bellucci M.,100.0,LH
Gilles Arnaud Bailly,Bailly G.,310.0,RH
Michael Geerts,Geerts M.,79.0,RH
Facundo Diaz Acosta,Acosta F.,143.0,LH
Laurent Lokoli,Lokoli L.,64.0,RH
Diana Shnaider,Shnaider D.,96.0,LH
